,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2,Churn_1
2147,0,70,73,1,0,1,0,0,0,0,0
3400,0,23,24,0,1,1,1,1,0,0,0
6814,0,38,54,0,1,1,1,1,0,0,0
6679,0,11,76,0,0,1,0,0,0,1,1
1226,0,5,70,0,0,1,1,0,0,1,1
3599,0,15,20,1,1,1,1,0,0,0,0
3745,0,13,53,0,1,1,0,1,0,0,0
342,0,29,20,0,0,1,1,0,0,0,0
2796,0,72,60,0,0,1,1,1,0,0,0
5239,0,38,99,1,1,1,0,1,1,0,1
3291,1,2,90,0,0,1,0,0,0,0,1
660,0,51,84,1,0,1,0,0,0,0,0
6414,1,30,92,0,0,1,1,0,0,1,1
4276,0,55,101,1,0,1,0,0,0,0,0
1567,0,1,20,1,0,1,0,0,0,0,1
2387,0,46,64,0,0,1,1,1,0,0,0
2392,0,8,80,0,0,1,1,1,0,0,0
2882,0,70,108,0,1,1,0,0,0,0,0
6638,1,6,44,0,0,0,0,0,0,1,0
6748,0,8,76,1,1,1,0,1,0,0,0
4407,0,52,39,0,0,0,0,0,0,0,0
6726,1,54,65,1,0,1,0,1,0,0,0
5940,1,71,106,1,0,1,0,1,1,0,0
5330,0,33,34,1,1,0,0,1,0,0,0
6079,1,70,108,0,1,1,1,0,0,0,0
7030,1,1,76,0,0,1,0,0,0,0,1
5584,1,8,106,0,0,1,1,1,0,0,1
1299,0,47,111,1,0,1,0,0,0,0,1
1512,0,52,20,0,1,1,1,1,0,0,0
2498,0,15,59,0,0,1,0,0,0,0,1
6612,0,11,40,0,0,0,0,1,0,0,0
6871,0,72,21,0,1,1,1,1,0,0,0
1156,1,2,30,0,0,0,0,0,0,1,1
3366,0,19,89,0,1,1,0,1,1,0,0
3105,0,11,91,1,1,1,0,0,0,0,0
2763,0,35,100,0,0,1,0,1,0,0,1
2170,0,69,105,1,0,1,0,0,1,0,0
3322,0,1,20,0,0,1,1,1,0,0,1
5276,1,29,99,0,0,1,0,0,1,0,1
5363,0,10,104,1,0,1,1,0,0,1,1
6202,0,4,50,1,0,1,1,0,1,0,1
6438,1,31,100,0,0,1,1,1,0,0,1
2247,0,1,19,1,1,1,0,0,0,1,1
4896,1,16,92,1,0,1,0,0,0,0,0
2321,0,29,55,1,1,0,1,1,0,0,0
3855,0,53,95,0,0,1,0,0,0,0,1
1096,1,2,84,0,0,1,0,0,0,0,0
4928,1,47,85,0,0,1,0,0,0,0,1
3586,0,57,100,0,0,1,0,0,0,0,0
2887,0,47,27,0,0,1,0,0,0,0,0
1182,0,52,75,1,0,1,0,0,0,0,0
4837,0,60,85,1,1,1,0,1,0,0,0
4066,0,62,69,1,0,1,1,0,1,0,0
6539,0,65,106,0,1,1,0,0,0,0,1
3209,0,64,111,0,1,1,1,1,0,0,0
4653,0,21,45,0,1,1,0,0,0,0,0
436,0,69,96,0,0,1,0,0,1,0,0
1836,0,30,82,1,1,1,0,1,0,0,0
1934,0,18,75,0,0,1,0,1,0,0,0
929,0,48,70,0,1,1,0,1,1,0,0
1063,0,33,91,0,0,1,0,0,0,0,0
5639,0,28,55,0,0,1,0,0,0,0,0
2444,0,1,46,1,0,1,1,1,0,0,1
1804,1,16,74,1,0,1,0,0,0,0,0
3155,0,27,78,0,0,1,0,0,1,0,0
6719,0,28,100,1,0,1,1,0,0,1,0
4681,0,51,99,0,0,1,1,1,0,0,0
1036,0,7,94,1,0,1,1,1,0,1,0
1454,0,57,56,1,0,1,0,0,0,0,0
4166,1,70,90,1,0,1,0,0,1,0,0
6478,1,67,65,1,0,1,1,1,0,1,0
36,0,72,21,0,0,1,0,1,0,0,0
177,1,72,104,1,1,1,0,1,0,0,0
2799,0,17,94,0,1,1,0,0,1,0,1
2053,0,71,24,0,0,1,1,1,0,0,0
787,0,13,66,1,1,1,1,0,0,0,0
662,0,44,20,1,1,1,0,0,0,0,0
2912,0,59,86,1,0,1,1,1,0,0,1
3506,0,18,85,0,0,1,1,1,0,0,1
3868,1,5,86,1,0,1,0,1,0,0,0
3973,0,25,59,0,1,0,0,0,1,0,1
807,0,72,81,1,1,1,1,1,0,1,0
2335,0,30,44,1,1,0,0,0,0,0,0
4595,0,6,100,0,0,1,1,0,0,1,1
25,0,5,68,0,0,1,0,0,0,0,1
54,0,59,97,0,1,1,0,0,1,0,0
3509,0,30,90,1,0,1,0,0,0,0,0
6713,0,17,52,1,0,1,1,1,0,0,1
6656,0,1,19,0,0,1,1,0,0,1,0
1478,0,2,24,1,0,0,1,1,0,0,0
4910,0,6,55,0,0,1,0,0,1,0,0
5359,0,62,21,1,1,1,0,0,0,0,0
4788,0,47,25,1,0,1,1,0,0,1,0
5352,0,39,73,1,0,1,0,1,0,0,0
298,1,21,95,0,0,1,1,0,0,0,0
3409,1,7,65,0,0,1,1,1,0,1,0
3575,0,1,80,1,0,1,0,0,0,0,1
2878,0,8,20,0,1,1,0,1,0,0,0
1017,0,50,20,1,0,1,1,0,1,0,0
1160,0,1,80,0,1,1,0,1,0,0,1
4556,0,27,20,1,0,1,0,1,0,0,0
1861,0,42,60,0,0,1,0,0,0,0,0
4651,0,6,94,0,0,1,0,1,0,0,1
2497,0,1,50,0,0,1,0,0,0,0,0
880,0,22,20,1,1,1,0,1,0,0,0
648,1,37,97,0,0,1,1,1,0,0,1
370,0,14,54,0,0,1,0,0,1,0,0
1534,0,11,75,0,0,1,0,0,0,1,0
1296,0,2,57,1,1,1,0,1,0,0,1
3204,0,29,25,0,0,0,0,0,1,0,1
5855,0,4,25,0,0,0,0,0,0,0,0
2677,0,64,20,1,1,1,0,1,0,0,0
1233,0,1,45,1,0,1,1,0,0,1,0
2703,0,39,82,1,0,1,1,0,0,0,0
6122,1,20,84,1,0,1,0,0,1,0,0
16,0,11,54,1,0,1,0,0,1,0,1
4977,0,59,93,0,0,1,0,0,1,0,0
2345,0,1,51,1,0,1,0,0,0,0,1
6221,0,51,99,1,0,1,0,0,1,0,0
3179,0,23,66,0,1,1,0,0,0,1,0
4219,0,24,89,1,0,1,0,1,1,0,0
5158,0,27,20,1,1,1,1,0,0,1,0
2440,0,69,116,0,0,1,0,0,0,0,0
6682,1,8,101,0,0,1,1,1,0,1,1
4019,0,12,78,0,0,1,1,1,0,0,1
1651,1,44,89,1,0,1,0,1,0,0,0
4931,1,27,36,1,0,0,1,1,0,0,1
1910,0,47,20,0,1,1,0,0,0,0,0
1317,0,5,51,0,0,1,1,0,0,0,0
2773,1,4,75,0,0,1,0,0,0,0,1
6906,0,33,20,0,1,1,0,0,0,1,0
5417,0,3,74,1,0,1,0,0,0,1,0
2331,0,23,84,0,1,1,1,0,1,0,0
632,0,2,40,1,0,0,1,0,0,1,1
156,0,54,108,1,0,1,1,1,0,0,0
4282,0,54,110,0,0,1,1,1,1,0,1
597,0,30,84,1,1,1,1,0,0,0,0
6499,0,19,85,1,0,1,0,0,0,0,0
1258,0,52,103,0,0,1,0,0,0,1,0
6633,0,3,30,1,0,0,1,1,0,0,0
3275,1,65,95,0,0,1,0,0,0,1,0
3816,0,71,111,0,0,1,1,0,0,1,0
1984,0,48,39,0,1,0,1,1,0,0,0
1869,0,2,94,0,1,1,1,0,0,1,1
4505,0,45,105,0,1,1,1,0,0,1,0
4948,0,14,90,0,0,1,0,0,0,0,1
2665,0,71,24,0,1,1,0,1,1,0,0
469,0,30,110,0,0,1,0,0,0,0,0
2710,0,15,49,0,0,1,0,0,1,0,1
638,0,14,92,0,1,1,1,1,1,0,1
1504,0,29,95,1,1,1,0,1,0,0,1
4547,0,4,25,1,0,1,1,1,0,0,0
4777,0,19,20,1,1,1,0,0,0,0,0
2484,1,11,95,0,0,1,0,0,0,0,1
49,0,22,55,1,0,1,1,0,0,1,1
6150,0,57,60,1,1,1,0,1,0,0,0
269,0,24,50,1,0,1,1,0,0,1,1
5225,1,40,102,1,0,1,1,1,1,0,1
1942,0,48,80,0,1,1,0,0,0,1,0
1208,0,2,24,0,1,0,0,1,0,0,1
3477,0,46,34,1,0,0,1,1,0,0,0
941,0,45,110,1,1,1,0,0,0,0,0
6182,1,3,95,1,0,1,1,0,0,1,1
853,0,30,85,0,0,1,0,0,0,0,1
1744,0,5,89,0,0,1,0,1,1,0,1
5617,1,6,74,0,0,1,0,0,0,0,1
6195,0,1,20,0,0,1,1,1,0,0,0
1914,0,48,19,1,0,1,1,0,0,0,0
1894,0,60,79,1,1,1,0,0,0,0,0
4397,0,1,85,1,0,1,1,1,0,1,1
6778,0,30,100,1,0,1,0,0,0,1,0
2798,0,7,100,1,0,1,0,1,0,0,1
4006,0,31,20,0,1,1,0,0,0,1,1
1697,1,13,95,0,0,1,0,0,0,1,1
1447,1,68,107,1,1,1,1,1,0,0,0
6969,0,26,96,0,0,1,0,0,0,0,0
5668,0,36,85,1,0,1,1,1,0,0,1
123,0,9,71,0,0,1,0,0,0,0,1
3677,0,67,93,1,0,1,0,0,0,0,0
4575,0,72,74,0,1,1,1,0,0,0,0
5599,0,1,20,0,1,1,0,1,0,0,1
5946,0,5,49,1,0,1,0,0,1,0,1
4323,0,59,107,1,0,1,1,1,1,0,1
1558,0,12,96,1,0,1,1,1,0,0,0
4496,0,48,70,0,1,1,1,0,0,1,0
6666,0,58,108,0,0,1,1,0,0,0,0
6077,0,53,100,0,0,1,1,1,0,1,0
5280,0,25,54,0,0,1,1,0,1,0,0
3821,0,4,20,0,0,1,1,1,0,0,0
5138,0,40,103,1,0,1,1,1,0,1,0
5123,1,30,69,1,0,1,0,1,0,0,0
1097,0,5,69,0,0,1,0,1,1,0,0
5924,0,11,61,1,0,1,0,0,0,1,0
1086,0,63,105,1,0,1,0,1,0,0,0
5107,0,46,89,1,0,1,0,0,0,0,0
5465,0,3,30,1,0,0,0,0,1,0,0
2111,0,20,91,1,0,1,0,0,0,1,0
6987,0,1,71,0,0,1,1,1,1,0,1
3156,0,35,25,0,1,1,0,0,0,0,0
1341,1,35,100,0,0,1,0,0,0,0,1
2647,0,42,106,1,0,1,0,0,0,0,1
486,0,39,60,1,1,1,1,1,0,0,0
4620,0,27,55,1,0,1,1,1,0,1,0
6326,0,28,18,1,0,1,0,0,0,1,0
247,0,1,46,0,0,1,0,1,0,0,1
6017,0,1,85,1,0,1,0,0,0,0,1
4714,0,72,85,0,1,1,1,0,0,1,0
1962,0,1,25,0,0,0,0,1,1,0,0
402,0,1,20,1,0,1,1,1,0,0,1
3345,0,63,105,1,0,1,1,1,1,0,0
2678,0,1,24,1,0,0,0,0,1,0,0
3724,0,2,61,0,1,1,1,0,1,0,0
6791,1,3,74,0,0,1,0,0,0,0,0
4418,0,7,34,1,0,0,0,0,1,0,0
2971,0,16,39,0,0,0,1,0,0,1,0
1631,0,60,60,1,0,0,1,1,0,0,0
2303,0,47,20,0,0,1,0,0,0,0,0
3517,0,1,68,1,1,1,0,1,1,0,1
723,0,64,48,0,0,0,0,0,0,0,1
5245,0,51,25,1,0,1,0,0,0,1,0
4395,0,72,25,1,1,1,1,1,0,0,0
6771,0,72,115,1,1,1,0,0,0,0,0
3743,0,1,50,1,0,1,0,0,0,0,0
591,0,66,20,1,0,1,1,0,1,0,0
1521,1,4,73,0,0,1,1,0,1,0,0
2862,0,55,64,1,0,1,0,1,0,0,0
2368,0,45,79,1,0,1,1,1,0,1,0
3088,0,3,26,1,1,1,0,0,0,1,0
3023,0,72,80,0,1,1,1,0,0,1,0
2656,0,9,90,1,1,1,0,0,1,0,0
2729,1,65,103,1,0,1,1,1,0,0,0
2848,0,32,21,0,0,1,0,0,1,0,0
1845,0,20,39,1,1,0,0,0,1,0,0
4469,1,68,100,0,0,1,0,1,1,0,1
4616,0,24,20,0,0,1,0,0,0,0,0
5341,0,1,81,1,0,1,1,1,0,0,1
1825,0,41,20,0,1,1,1,0,0,0,0
1611,1,47,86,1,0,1,1,0,0,1,0
5758,0,41,50,0,0,1,0,0,1,0,0
255,0,47,106,0,0,1,0,0,0,1,1
2755,1,5,70,0,0,1,0,0,0,0,0
7007,0,38,20,0,0,1,0,0,0,1,0
3259,1,4,25,1,0,0,0,1,0,0,1
2011,0,53,55,1,0,0,1,0,0,0,0
2532,0,72,84,1,0,1,0,1,1,0,0
2504,0,24,49,0,0,1,0,1,0,0,0
3356,0,28,92,1,1,1,1,0,0,0,0
7017,0,32,79,1,0,1,0,0,0,1,0
3095,0,67,72,0,0,1,0,1,0,0,0
1434,1,21,20,1,0,1,1,1,0,0,0
847,0,14,20,0,1,1,0,0,1,0,0
2914,0,52,25,1,1,1,0,0,1,0,0
3837,0,25,20,0,1,1,0,1,1,0,0
4201,0,2,45,0,0,1,0,0,0,1,1
968,0,70,99,0,0,1,0,0,0,1,0
6314,1,2,95,1,0,1,1,1,0,0,1
1206,0,72,64,1,1,1,0,1,0,0,0
187,0,4,106,0,0,1,0,0,0,0,1
790,0,7,96,1,0,1,0,0,0,1,0
2365,0,65,82,0,1,1,1,1,0,0,0
1202,0,1,20,0,0,1,0,1,1,0,0
4136,0,4,25,0,1,1,0,0,1,0,0
1210,0,37,59,1,1,1,0,1,0,0,0
3774,0,22,96,1,0,1,1,0,1,0,0
674,1,1,91,0,0,1,0,0,0,0,1
2175,0,4,20,0,0,1,0,1,0,0,0
1347,0,13,79,0,0,1,0,0,0,1,1
3404,0,27,81,1,1,1,0,0,1,0,0
3690,0,17,81,1,1,1,0,0,0,0,0
6223,0,3,21,1,0,1,0,1,0,0,0
2600,0,27,53,1,0,1,0,1,0,0,0
4147,0,71,85,1,1,1,1,0,0,1,0
2425,0,71,93,1,0,1,0,0,0,0,0
39,0,69,104,0,1,1,1,1,0,0,1
2852,0,1,70,1,0,1,0,0,0,1,0
6777,1,26,86,0,0,1,0,0,0,0,0
568,1,35,76,1,1,1,1,1,0,0,0
91,0,45,50,0,0,1,0,1,0,0,0
3941,1,58,106,0,0,1,0,0,0,0,1
59,1,17,102,1,0,1,1,1,0,1,0
5971,0,72,115,1,0,1,0,0,0,1,0
4357,1,1,76,1,0,1,0,0,0,0,1
2513,0,72,104,0,0,1,0,0,0,1,0
620,1,25,89,1,0,1,0,0,0,0,1
1234,0,71,100,0,1,1,0,1,1,0,0
4833,0,39,100,0,1,1,0,0,1,0,0
1865,1,1,36,0,0,0,1,1,1,0,1
4671,0,51,21,0,0,1,1,1,0,0,0
4774,0,1,71,1,1,1,1,1,1,0,1
3142,0,48,104,0,0,1,0,0,0,0,0
1274,0,7,20,0,0,1,1,1,0,1,0
1105,0,8,55,1,0,1,0,1,0,0,0
4390,0,35,23,0,0,1,0,0,0,0,0
2608,1,6,98,0,0,1,0,0,0,0,1
5504,0,68,40,1,0,0,1,1,1,0,0
3129,0,72,85,1,0,1,1,1,1,0,0
4752,0,16,54,0,0,1,0,0,1,0,1
5521,0,39,100,1,0,1,0,0,0,0,0
1840,0,64,20,0,1,1,1,1,0,1,0
2822,1,72,90,0,1,1,1,0,0,0,0
780,0,69,25,0,0,1,0,0,0,1,0
920,1,55,100,0,0,1,1,0,1,0,0
2080,0,72,81,1,1,1,1,0,0,1,0
1782,0,62,80,1,0,1,1,0,0,0,0
3898,0,2,86,0,0,1,1,0,1,0,1
4141,0,72,112,0,0,1,0,0,0,0,0
6783,0,71,106,1,1,1,0,0,0,1,0
2630,1,71,104,0,0,1,1,1,0,1,0
1541,1,24,80,1,1,1,0,0,0,1,0
4827,0,6,19,0,1,1,0,1,0,0,0
6365,1,22,26,0,0,1,1,1,0,0,0
5433,0,60,106,0,0,1,0,1,1,0,0
1065,0,39,36,1,0,0,1,1,0,0,0
1797,0,9,96,1,0,1,0,0,0,1,1
3045,1,3,95,1,0,1,0,0,1,0,0
733,0,72,105,1,1,1,1,1,0,1,0
121,0,57,65,0,1,1,0,0,0,0,0
5435,0,1,70,0,0,1,0,1,1,0,1
4402,1,27,101,0,0,1,0,0,0,0,1
2538,0,72,108,1,1,1,0,0,0,1,0
4861,0,3,64,0,0,1,0,0,1,0,1
5482,0,1,70,0,0,1,0,0,1,0,1
1116,0,31,55,1,0,1,1,0,1,0,1
2478,0,19,60,1,0,1,0,0,0,0,0
1054,1,8,70,1,0,1,1,1,0,0,0
1733,0,59,110,1,0,1,0,0,0,0,1
4129,0,59,80,0,0,1,0,1,0,0,0
3271,0,72,20,0,1,1,1,1,0,0,0
685,0,15,25,0,0,1,0,0,0,0,0
4302,0,43,65,0,0,1,0,1,1,0,0
1406,0,17,20,1,1,1,1,0,0,1,0
1771,0,1,20,1,0,1,0,1,0,0,0
856,0,12,74,1,0,1,1,0,0,1,0
451,0,2,25,1,0,1,0,0,0,0,0
4092,0,7,75,0,0,1,0,0,0,0,1
2296,1,50,105,0,0,1,0,0,0,0,0
3000,0,48,20,0,1,1,1,1,0,0,0
951,0,69,20,1,1,1,0,1,0,0,0
773,0,5,96,1,0,1,0,1,0,0,1
2129,0,1,20,0,0,1,1,1,0,0,0
2552,0,62,92,0,0,1,1,0,1,0,0
1997,0,6,90,0,0,1,1,1,0,1,1
6465,0,72,24,0,0,1,0,0,0,1,0
1365,0,1,45,0,0,1,0,0,0,0,0
1594,0,15,70,1,1,1,1,0,0,1,0
407,0,1,20,0,0,1,0,1,0,0,0
2241,0,58,100,1,0,1,1,0,0,1,0
2620,0,1,20,1,0,1,0,0,0,0,0
637,0,9,45,0,0,1,1,0,0,1,1
1565,0,31,72,1,0,1,0,1,0,0,0
1728,0,40,20,1,1,1,0,0,0,1,0
762,0,12,24,1,1,1,0,1,0,0,0
2579,0,15,25,0,1,1,0,0,0,1,0
6815,0,1,45,0,0,1,1,0,0,1,1
4104,0,3,78,1,0,1,0,0,0,0,1
4485,0,1,75,0,0,1,1,0,0,1,1
245,0,70,65,0,0,0,0,1,0,0,0
1022,0,52,26,1,1,1,0,1,0,0,0
1228,0,4,54,1,0,1,1,1,0,0,1
2748,0,3,65,1,0,1,0,0,0,0,0
320,1,2,96,1,0,1,1,0,1,0,0
5480,0,37,67,1,0,1,0,0,0,0,0
82,0,23,54,0,0,1,0,1,0,0,0
6784,0,8,75,0,0,1,1,0,0,0,0
2034,0,46,31,1,0,0,0,0,1,0,0
1062,0,70,50,0,0,0,0,0,0,0,0
564,1,2,75,1,0,1,0,0,0,0,1
2093,0,8,45,0,1,1,1,0,0,0,0
2687,0,35,102,1,0,1,0,1,0,0,1
6730,0,53,19,0,0,1,0,0,1,0,0
3516,0,3,64,1,0,1,0,0,0,0,0
1073,0,1,74,1,0,1,1,1,0,0,0
6919,0,67,21,1,1,1,1,1,0,0,0
1413,0,0,62,1,1,1,1,1,0,1,0
2226,1,41,113,0,0,1,0,0,0,1,1
413,0,9,25,1,0,0,1,1,0,0,0
5715,0,34,20,1,1,1,1,1,0,0,0
4884,0,66,29,1,0,0,0,1,0,0,0
4479,0,34,25,1,0,0,1,0,0,1,0
3866,0,48,45,0,0,0,1,0,0,1,0
2533,0,47,20,1,0,1,0,0,0,1,0
3459,0,72,118,1,0,1,1,0,0,1,1
6167,0,63,51,0,1,1,0,1,0,0,0
5978,0,40,67,1,0,1,1,1,0,0,0
2334,0,12,34,1,0,0,1,1,0,0,0
5936,0,22,79,1,0,1,0,0,0,1,1
4065,0,21,20,1,0,1,0,0,0,0,0
2851,0,70,89,0,1,1,1,0,0,1,0
5385,0,62,26,0,0,1,1,1,0,0,0
6162,0,42,99,1,0,1,0,0,0,1,0
137,0,10,20,1,1,1,0,0,0,1,0
5026,1,37,72,1,0,1,0,0,1,0,0
5588,0,58,81,1,0,1,0,0,0,0,0
1887,0,58,21,1,0,1,1,1,0,0,0
1175,0,2,66,0,1,1,1,1,0,0,1
4164,0,41,73,1,0,1,1,1,0,1,1
6813,0,43,20,0,1,1,0,0,0,1,0
5959,0,25,99,1,0,1,0,0,0,1,0
4703,0,37,91,1,0,1,1,1,0,0,0
3518,0,34,63,0,0,1,0,0,0,0,1
5987,0,1,88,1,0,1,0,0,0,1,1
351,0,2,71,0,0,1,0,0,1,0,1
5010,1,18,94,1,0,1,1,0,0,1,0
3243,0,60,70,0,0,1,0,0,0,0,0
3065,0,1,20,1,0,1,0,0,0,0,0
4109,1,71,89,0,0,1,0,0,0,0,0
6874,0,41,81,0,0,1,0,0,0,0,0
6907,0,27,102,0,0,1,0,1,0,0,0
1446,0,31,75,1,1,1,1,0,0,0,0
1992,0,5,75,1,0,1,0,1,0,0,0
813,0,23,20,1,1,1,0,0,1,0,0
5347,0,9,20,0,0,1,1,1,0,1,0
5489,0,14,93,1,0,1,0,0,0,0,0
2767,0,60,94,0,1,1,1,1,0,0,0
5377,0,22,26,0,0,1,0,0,0,0,0
4650,0,56,60,1,0,1,1,0,0,0,0
3974,0,15,105,0,1,1,1,0,1,0,0
1425,0,69,105,0,1,1,0,0,0,0,0
6075,1,72,97,0,0,1,0,0,1,0,0
5832,0,57,87,1,0,1,0,1,0,0,0
221,0,23,99,0,0,1,1,0,0,1,0
1462,0,15,59,1,0,1,0,0,1,0,1
6481,0,1,71,0,0,1,0,1,0,0,0
95,0,70,45,0,0,0,1,1,0,0,0
3177,0,3,79,0,0,1,0,0,0,1,1
6827,0,48,79,1,0,1,0,0,0,0,0
581,0,3,92,1,1,1,0,1,0,0,1
3098,0,4,19,1,0,1,0,1,0,0,0
6158,0,11,20,1,0,1,0,0,0,0,0
603,0,49,100,1,1,1,1,1,0,1,1
3921,1,1,69,0,0,1,1,0,0,0,1
1092,0,11,36,1,0,0,0,0,0,1,0
206,1,68,85,1,1,1,0,0,0,1,0
213,0,3,56,1,0,1,0,0,1,0,0
3773,0,26,19,1,1,1,0,0,0,0,0
2741,0,56,61,0,1,1,0,1,0,0,0
2895,0,1,89,1,0,1,0,0,1,0,1
6058,1,71,99,0,0,1,0,0,0,0,0
6448,0,18,46,1,1,1,1,1,1,0,0
4211,0,10,30,0,0,0,1,1,0,0,0
1380,0,1,20,1,0,1,0,1,1,0,1
4572,1,2,87,1,0,1,1,1,0,0,1
1316,0,6,49,0,0,0,0,0,0,0,0
3411,0,2,76,0,0,1,1,1,0,0,1
2131,0,24,20,0,1,1,0,0,0,1,0
5920,0,1,20,0,0,1,0,1,0,0,0
3449,0,72,26,1,0,1,1,1,1,0,0
2682,0,3,86,1,0,1,1,0,0,0,0
2416,0,2,68,1,0,1,1,1,1,0,1
974,1,63,83,0,0,1,0,0,0,1,0
5071,1,31,85,0,0,1,0,1,0,0,0
865,0,70,115,1,0,1,0,1,0,0,0
1220,0,23,35,0,1,0,1,0,0,0,0
5910,0,69,20,1,0,1,0,0,0,0,0
313,0,42,34,0,0,0,0,1,0,0,1
5690,0,12,25,1,0,1,0,0,0,1,0
2414,0,49,99,1,0,1,0,0,1,0,0
2132,0,2,81,0,0,1,0,0,1,0,1
218,0,46,95,1,0,1,1,0,0,1,0
3462,0,28,50,0,1,1,1,1,0,0,0
1949,0,63,67,1,0,1,1,1,0,1,0
3055,0,1,59,0,1,1,1,1,0,0,1
1691,0,0,56,0,1,0,0,0,0,1,0
4372,0,13,31,0,0,0,0,0,0,0,1
3626,1,60,93,1,1,1,0,0,0,0,0
4637,0,33,89,0,1,1,0,0,1,0,0
3196,0,3,53,1,0,1,0,0,1,0,1
6163,0,15,20,0,1,1,1,1,0,0,0
3434,0,63,19,0,1,1,0,0,1,0,0
738,0,67,20,1,0,1,1,1,0,0,0
4349,0,56,110,0,1,1,1,1,0,0,0
4335,0,2,75,1,0,1,0,1,0,0,0
2482,0,16,100,0,0,1,0,0,0,0,1
6279,0,1,35,1,0,0,0,0,0,0,1
2904,1,2,69,0,0,1,0,1,0,0,0
758,0,54,61,1,1,1,0,1,0,0,0
1119,1,20,99,1,0,1,0,0,0,1,1
2412,0,53,106,0,0,1,0,0,1,0,0
4016,0,24,56,0,0,1,0,0,0,0,0
455,1,72,97,1,0,1,1,1,0,0,0
4737,1,62,89,1,0,1,1,1,0,1,0
6709,0,1,74,1,0,1,1,1,1,0,1
2445,0,12,99,0,0,1,0,1,0,0,1
134,0,5,20,1,0,1,0,0,0,0,0
5312,0,7,40,0,0,0,0,0,0,0,1
1954,0,72,115,0,0,1,1,1,0,0,0
872,0,38,84,0,0,1,0,0,0,1,1
3079,0,50,71,0,1,1,0,0,0,0,0
1715,0,33,94,0,1,1,0,0,0,1,1
2867,0,62,102,1,0,1,0,0,1,0,1
4709,0,37,79,0,0,1,1,1,0,0,0
4939,0,72,107,0,1,1,0,0,0,0,0
5820,1,1,45,1,0,1,0,0,1,0,1
4856,0,1,19,1,1,1,1,1,0,0,0
2019,0,15,86,0,0,1,1,1,1,0,1
5777,0,8,56,0,1,1,1,0,0,1,0
6845,0,26,91,0,1,1,0,0,0,0,1
1479,0,63,71,1,0,1,0,0,1,0,0
1730,0,70,19,0,1,1,1,0,0,0,0
5979,0,10,62,1,0,1,0,0,0,1,0
808,0,72,56,0,1,0,1,1,0,0,0
5699,0,6,56,1,0,1,0,1,0,0,0
561,0,60,66,1,1,1,1,0,0,0,0
6021,0,3,55,0,0,1,0,0,0,0,1
4121,0,15,75,0,0,1,1,1,0,0,0
6792,0,54,20,1,0,1,1,0,1,0,0
1781,0,1,74,1,0,1,1,1,1,0,1
1640,1,38,70,1,0,1,0,0,1,0,1
5025,1,26,79,0,0,1,0,1,0,0,0
2985,0,50,98,1,0,1,1,1,0,1,0
1141,0,4,52,1,0,1,0,0,0,0,1
6458,0,30,94,1,0,1,0,0,0,0,0
1190,0,54,89,1,0,1,1,1,1,0,0
6059,0,2,70,1,0,1,0,0,1,0,1
4255,1,35,82,1,0,1,1,0,1,0,0
2876,0,10,46,1,0,1,0,0,1,0,0
6350,0,1,45,1,0,1,0,0,0,0,1
3333,0,38,101,1,1,1,0,0,0,1,0
5801,1,17,45,1,0,1,1,1,0,0,1
97,0,1,20,1,0,1,0,0,0,0,0
2921,0,13,31,0,0,0,1,1,0,0,0
3150,0,6,20,0,1,1,0,0,0,0,0
4516,0,58,20,0,1,1,1,0,0,1,0
5934,1,3,41,1,0,0,1,1,0,0,1
5308,0,1,100,1,1,1,0,0,0,1,1
1988,0,19,20,1,1,1,1,1,1,0,0
1959,1,15,74,0,0,1,0,0,0,0,1
6127,1,71,71,1,0,1,1,1,1,0,0
5696,0,40,71,0,1,1,0,0,0,0,0
6817,0,4,80,1,0,1,1,0,0,1,1
1904,0,69,92,1,0,1,1,1,0,0,0
3537,0,72,96,0,1,1,0,0,1,0,0
158,0,52,106,1,0,1,0,0,0,1,0
1107,0,64,110,0,1,1,1,0,0,1,0
1351,0,20,70,1,1,1,0,0,0,0,1
6905,1,48,117,0,0,1,0,0,0,0,1
6846,0,59,18,0,0,1,1,1,0,0,0
1725,1,31,74,0,0,1,1,1,0,0,0
5082,0,52,66,0,0,0,0,0,1,0,0
3862,0,3,20,1,1,1,1,0,0,1,0
3563,0,51,60,1,1,1,1,1,0,0,0
3218,0,1,21,0,1,1,0,1,1,0,1
3932,0,67,107,0,1,1,1,1,0,0,0
1260,1,24,76,1,0,1,0,0,0,0,1
2250,0,32,101,0,0,1,0,0,1,0,0
3151,0,18,101,1,0,1,0,1,0,0,0
443,0,53,70,1,1,1,1,0,0,0,0
5938,0,9,98,0,0,1,1,1,0,0,1
4901,0,45,21,0,1,1,0,1,0,0,0
6049,1,34,72,1,0,1,0,0,0,1,0
149,0,48,20,0,1,1,0,0,0,0,0
2578,0,33,95,1,1,1,0,1,0,0,0
1366,0,72,84,0,0,1,1,1,0,0,0
5767,1,13,101,0,0,1,0,0,0,1,1
6311,0,54,90,1,0,1,1,1,1,0,0
1188,0,2,20,1,0,1,0,1,1,0,1
4422,0,61,25,0,0,1,0,1,1,0,0
375,0,31,98,1,1,1,1,0,1,0,0
5111,0,6,19,1,0,1,0,1,0,0,0
3375,0,72,103,0,1,1,0,0,0,1,0
